,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
64905,2000-07-21 18:15:00,na,nc,,triangle,300,< 5minutes,Unidentified triangular craft hovering in a cloud at 31&#44000 feet from a Delta 757 moving at mach .84.,9/17/2000,-29.046681,21.856859,7,2000,2000-07
64906,2000-07-21 21:57:00,north judson,in,us,light,10,10 seconds,Looking for the comet Linear through 7X50 binoculars&#44 I observed an object barely bright enough to be visible passing from the star kno,7/29/2000,41.2150000,-86.7758333,7,2000,2000-07
64907,2000-07-21 22:00:00,corona,ca,us,light,20,15-20 seconds,It looked like a star then all at once it moved in a northern direction a what appeared to be great speed then changed direction sudden,7/29/2000,33.8752778,-117.5655556,7,2000,2000-07
64908,2000-07-21 22:10:00,riggins,id,us,fireball,3,2-3 seconds,Large slow moving fireball seen in North central Idaho,7/29/2000,45.4222222,-116.3144444,7,2000,2000-07
64909,2001-07-21 00:15:00,bossier city,la,us,triangle,720,12 minutes,black&#44triangle craft flying over air force installation observed with no response.,8/5/2001,32.5158333,-93.7319444,7,2001,2001-07
64910,2001-07-21 00:30:00,barview,or,us,triangle,180,2-3 minutes,Large&#44 triangular shaped object&#44 three points of fient light as if stars.,8/5/2001,43.3544444,-124.3119444,7,2001,2001-07
64911,2001-07-21 03:00:00,palm bay,fl,us,rectangle,240,4mins,Object seen hovering above bed.,8/5/2001,28.0341667,-80.5888889,7,2001,2001-07
64912,2001-07-21 13:45:00,oshkosh,wi,us,disk,60,1 minute,Black disk&#44changing course&#44going straight up very fast for half a second and continuing on its course.,8/5/2001,44.0247222,-88.5425,7,2001,2001-07
64913,2001-07-21 20:15:00,phoenix,az,us,fireball,3,3 seconds,Green fireball in northern Arizona sky.,8/5/2001,33.4483333,-112.0733333,7,2001,2001-07
64914,2001-07-21 21:00:00,dale,wi,us,disk,7200,2 hrs.,Large&#44and smaller bright disc shaped objects moving in unison while changing brightness and color.,8/5/2001,44.2730556,-88.6783333,7,2001,2001-07
64915,2001-07-21 21:00:00,pismo beach,ca,us,light,300,about 5 mins.,my girlfriend and i decided to take the usual walk on beach from my house in grover.its about a 2 minuete walk to pismo state beach. we,8/5/2001,35.1427778,-120.6402778,7,2001,2001-07
64916,2001-07-21 21:00:00,scottsdale,az,us,fireball,12,10-12 seconds,A  slow moving green fireball was seen travelling west to east over the horizon north of Phoenix&#44 AZ.,8/5/2001,33.5091667,-111.8983333,7,2001,2001-07
64917,2001-07-21 21:50:00,dundee,wi,us,sphere,3600,1 hour plus,four craft seen at  Dundee&#44 WI,8/5/2001,43.6552778,-88.1644444,7,2001,2001-07
64918,2001-07-21 22:00:00,dundee,wi,us,circle,7200,2+hours,3 glowing (amber) orbs releasing 3 green orbs,8/5/2001,43.6552778,-88.1644444,7,2001,2001-07
64919,2001-07-21 22:00:00,dundee,wi,us,circle,7200,2hrs 45+,LOOKED LIKE A GIANT H2O MOLECULE&#44,8/5/2001,43.6552778,-88.1644444,7,2001,2001-07
64920,2001-07-21 22:05:00,dundee,wi,us,circle,3600,1 hour,Multiple colored objects seen in Dundee&#44 Wisconsin,8/5/2001,43.6552778,-88.1644444,7,2001,2001-07
64921,2001-07-21 22:05:00,dundee,wi,us,light,7200,2 hours +,Dundee&#44 WI: 4 amber lights&#44 briefly flashing bright white&#44 small dark red lights falling&#44 small blue-green lights,8/5/2001,43.6552778,-88.1644444,7,2001,2001-07
64922,2001-07-21 22:05:00,osceola (town of&#44 near long lake),wi,us,sphere,10800,3 hours +,Large hazy amber orb with two bright greenish-blue orbs circling object wildly.,8/5/2001,45.3205556,-92.7047222,7,2001,2001-07
64923,2001-07-21 22:35:00,osceola (town of&#44 near long lake),wi,us,sphere,10800,3+ hours,Two bright green objects moving wildly around an orange hazy sphere.,8/5/2001,45.3205556,-92.7047222,7,2001,2001-07
64924,2001-07-21 22:39:00,fort mill,sc,us,light,0,,Object of light seen in the sky,8/5/2001,35.0072222,-80.9452778,7,2001,2001-07
64925,2001-07-21 23:12:00,groton,ct,us,teardrop,30,30 seconds,Two whitish blue teardrop shapes came off the edge of the sky&#44 stopped and took off in the opposite direction leaving a streak behind.,10/12/2001,41.3500000,-72.0788889,7,2001,2001-07
64926,2002-07-21 09:04:00,dundee,wi,us,light,300,2-5 minutes,Numerous lights maneuvering and making formation,7/26/2002,43.6552778,-88.1644444,7,2002,2002-07
64928,2002-07-21 14:00:00,kitimat (canada),bc,ca,disk,2,seconds,There is allot of detail on this saucer shaped object.,7/30/2002,54,-128.7,7,2002,2002-07
64929,2002-07-21 20:31:00,gilbert,az,us,fireball,120,2 minutes,a shooting star but whiter object flew over our heads and started blinking with blue lights all over it,8/16/2002,33.3527778,-111.7883333,7,2002,2002-07
64931,2002-07-21 22:34:00,blacksburg,va,us,oval,900,15 minutes,Bright green object seen in Blacksburg VA.,3/28/2004,37.2294444,-80.4141667,7,2002,2002-07
64932,2002-07-21 22:52:00,deer lodge,mt,us,cigar,900,15 minutes,UFO spotted near City in Montana,7/26/2002,46.3958333,-112.7291667,7,2002,2002-07
64934,2003-07-21 01:00:00,mormon lake,az,us,triangle,300,2-5 min,A large triangle flying at high altitude,4/27/2004,34.9083333,-111.4625,7,2003,2003-07
64936,2003-07-21 14:06:00,elsmore,ks,us,disk,240,4 minutes,Brilliant White Saucer/Oval shaped object flying very low across highway daytime Moran/Elsmore Kansas,7/23/2003,37.7944444,-95.15,7,2003,2003-07
64937,2003-07-21 21:10:00,port angeles,wa,us,sphere,300,5minuts,A round object hit a plane and kept traveling.,7/23/2003,48.1183333,-123.4294444,7,2003,2003-07
64938,2003-07-21 21:30:00,shreveport,la,us,triangle,60,1 minute,large triangle thing over Shreveport,7/23/2003,32.5250000,-93.75,7,2003,2003-07
64939,2003-07-21 21:40:00,shasta lake city,ca,,light,180,3 min,light in night,7/23/2003,40.680428,-122.370842,7,2003,2003-07
64940,2003-07-21 22:00:00,tucson,az,us,triangle,900,15 min,very large and slow moving,8/1/2003,32.2216667,-110.9258333,7,2003,2003-07
64941,2003-07-21 22:00:00,woodinville,wa,us,triangle,300,5 minutes,Craft with Red Strobing Light&#33,7/23/2003,47.7544444,-122.1622222,7,2003,2003-07
64942,2003-07-21 22:30:00,portland,or,us,light,180,3 mins,Between 10 and 11 pm&#44 very bright quiet object traveling S to N then abruptly turned toward the E..,8/1/2003,45.5236111,-122.675,7,2003,2003-07
64943,2003-07-21 22:40:00,shasta lake,ca,us,light,300,3 to 5 mins,My brother caled me outside to see a white light slowly heading east. The light appered to slightly speed up and slow down as it travle,7/23/2003,40.6805556,-122.3697222,7,2003,2003-07
64944,2004-07-21 00:00:00,lake shasta resort,ca,,fireball,7,7 seconds,Out for a walk at midnight&#44 saw a object burning&#44 disppear behind the mountains.,4/16/2005,38.837761,-122.727429,7,2004,2004-07
64945,2004-07-21 00:00:00,little rock,ar,us,triangle,300,5 min,low flying triangle yellow circular lights humming noise little rock,8/24/2004,34.7463889,-92.2894444,7,2004,2004-07
64946,2004-07-21 00:20:00,fort pierce,fl,us,flash,120,1 1/2 - 2 minutes,A STREAK OF WHITE LIGHT OVER FORT PIERCE,8/11/2004,27.4463889,-80.3258333,7,2004,2004-07
64947,2004-07-21 10:00:00,vienna,mo,us,sphere,14400,almost 4 hours,A round..white..shiny sphere hovering in the sky over Missouri.  ((NUFORC Note:  Possible celestial body??  PD)),8/24/2004,38.1866667,-91.9469444,7,2004,2004-07
64948,2004-07-21 12:45:00,reno,nv,us,disk,1200,20 minutes,At about 12:45pm on July 21st this year&#44 two close friends and I were on my back patio smoking when one of my friends spotted something,12/3/2004,39.5297222,-119.8127778,7,2004,2004-07
64949,2004-07-21 14:25:00,toronto (canada),on,ca,light,600,8-10 min,it was a misty day and no sun. I saw 3 very shiny obgects in the sky/ They were immovable.I took a phitos and then &#44in a few minets&#44 th,7/25/2004,43.666667,-79.416667,7,2004,2004-07
64950,2004-07-21 18:15:00,wheeling,wv,us,sphere,600,5-10 minutes,They would slow down and speed up.,7/25/2004,40.0638889,-80.7211111,7,2004,2004-07
64951,2004-07-21 20:00:00,san diego,ca,us,changing,300,5 mins,Shape Changing Object in San Diego. Never scene anything like this before,7/25/2004,32.7152778,-117.1563889,7,2004,2004-07
64952,2004-07-21 23:00:00,breezy point,mn,us,unknown,10,7-10 seconds,A bright light appears to intesify as it enters atomospher and then dims to small light like satellite and travels away.,7/25/2004,46.6166667,-94.2166667,7,2004,2004-07
64953,2004-07-21 23:06:00,kenmore,wa,us,unknown,60,< 1 min,High flying light heading north stopped and then vanished on a clear night.,7/25/2004,47.7575000,-122.2427778,7,2004,2004-07
64954,2004-07-21 23:16:00,boucherville (montreal) (canada),qc,ca,other,12,12 secs,Good morning&#44 phone call follow up&#8230; ((NUFORC Note:  Aviation specialist reports overt sighting of two very strange objects.  PD)),9/2/2005,45.6,-73.45,7,2004,2004-07
64956,2005-07-21 11:03:00,st. joseph,mi,us,light,2880,48 minutes,Rolling light in sky puzzling,9/2/2005,42.1097222,-86.48,7,2005,2005-07
64958,2005-07-21 19:30:00,jacksonville/ft. pierce,fl,,unknown,0,,Dozens of people from Jacksonville to Ft. Pierce flooded the U.S. Coast Guard late Tuesday with calls about a mysterious ball of fire,10/11/2005,28.370029,-80.801516,7,2005,2005-07
64960,2005-07-21 21:00:00,san bernadino county,ca,,disk,300,5 min,pitch black saucer being chased by another craft with a single light beam spot lighting it,9/2/2005,34.108345,-117.289765,7,2005,2005-07
64961,2005-07-21 22:00:00,loris,sc,us,cylinder,10,10 seconds,Green tube shaped object near Loris S.C.,1/10/2009,34.0561111,-78.8905556,7,2005,2005-07
64963,2005-07-21 22:20:00,willow springs,mo,us,unknown,1800,30 minutes,MISSOURI INVESTIGATORS GROUP Report:  The large object began to ever so slowly divide into two smaller objects.,10/11/2005,36.9922222,-91.9697222,7,2005,2005-07
64964,2005-07-21 22:20:00,willow springs,mo,us,cigar,1800,30 minutes,MISSOURI INVESTIGATORS GROUP Report:  Tonight&#44 from about 10:20 to 10:50 I watched a ufo&#33,3/4/2008,36.9922222,-91.9697222,7,2005,2005-07
64965,2005-07-21 23:00:00,columbus,oh,us,disk,20,approx. 20 seconds,Unidentified solo object over Columbus,9/2/2005,39.9611111,-82.9988889,7,2005,2005-07
64966,2005-07-21 23:40:00,port orchard,wa,us,light,600,10 mins,Large light seen floating over Navel Station in Bremerton,9/2/2005,47.5405556,-122.635,7,2005,2005-07
64968,2006-07-21 01:20:00,vancouver,wa,us,disk,3600,nearly an hour,Saucer like object with clear red &amp; blue lights,10/30/2006,45.6388889,-122.6602778,7,2006,2006-07
64970,2006-07-21 02:00:00,three rocks,ca,us,triangle,5,5 seconds,triangle shaped craft flying low&#44 rotating and turning before a freeway then taking a dive below some bushes.,6/12/2007,36.5025000,-120.3905556,7,2006,2006-07
64972,2006-07-21 04:15:00,florence/queen creek,az,,sphere,300,5 minutes,Spotted UFO&#44 then object let out blinding white light&#44 then shot off into the sky leaving a trail of fire like a astroid.,10/30/2006,33.185597,-111.578307,7,2006,2006-07
64973,2006-07-21 07:00:00,palm desert,ca,us,unknown,0,,a circl dottish kind of thing in the air that changed colors and move a few times,6/12/2007,33.7222222,-116.3736111,7,2006,2006-07
64974,2006-07-21 10:45:00,medford,or,us,light,3,3sec,small and bright,10/30/2006,42.3266667,-122.8744444,7,2006,2006-07
64977,2006-07-21 16:00:00,middletown,oh,us,other,30,20-30 seconds,I saw two black objects  --a large bug shape and a sickle looking shape  parade across the sky one cloudy afternoon.,10/30/2006,39.5150000,-84.3983333,7,2006,2006-07
64978,2006-07-21 22:00:00,myrtle beach,sc,us,other,2,a few seconds.,Fading lights over Myrtle Beach&#44 SC.,10/30/2006,33.6888889,-78.8869444,7,2006,2006-07
64979,2006-07-21 22:00:00,sonoma,ca,us,flash,30,30 seconds,Large Orb Expands&#44 Then Vanishes,10/30/2006,38.2919444,-122.4569444,7,2006,2006-07
64980,2006-07-21 23:00:00,lincoln,ne,us,oval,6,4-6 seconds,Bright&#44 bluish-white glowing oval shoots rapidly and silently across the night sky,10/30/2006,40.8000000,-96.6666667,7,2006,2006-07
64981,2006-07-21 23:00:00,novato,ca,us,light,15,10-15 seconds,Mysterious gold light in the night sky in north San Francisco Bay area,10/30/2006,38.1075000,-122.5686111,7,2006,2006-07
64982,2006-07-21 23:35:00,erie,pa,us,light,15,15 seconds,White light moved north to south and faded out.,10/30/2006,42.1291667,-80.0852778,7,2006,2006-07
64983,2007-07-21 00:30:00,nashville,tn,us,sphere,1800,about 30 mins,It was a sphere lit up about 500 feet away over an interstate by a dam in the local hermitage area.,8/7/2007,36.1658333,-86.7844444,7,2007,2007-07
64984,2007-07-21 02:34:00,sandusky,oh,us,formation,30,20-30 sec,triangle formation of 3 white lights,8/7/2007,41.4488889,-82.7080556,7,2007,2007-07
64985,2007-07-21 03:45:00,sterling heights,mi,us,light,30,two hours,Stars/lights moving then stopping then turning right angles all night,8/7/2007,42.5802778,-83.0302778,7,2007,2007-07
64986,2007-07-21 04:25:00,peru,in,us,other,2340,39 minutes,Two bright objects over Grissom seemed to dance with each other in middle of night.,8/7/2007,40.7536111,-86.0688889,7,2007,2007-07
64987,2007-07-21 04:30:00,rockford,il,us,fireball,300,5 min,Bright glowing object exiting earth&#39s atmosphere w/ object ejmitted from glow at very fast speed,10/8/2007,42.2711111,-89.0938889,7,2007,2007-07
64988,2007-07-21 05:40:00,gresham,or,us,sphere,600,10 minutes,Noticed a marble sized (from my viewpoint) black object just hanging in the air.,8/7/2007,45.4983333,-122.4302778,7,2007,2007-07
64989,2007-07-21 06:15:00,mishawaka,in,us,fireball,600,10 minutes,07/21/07 mishawaka IN falling star looking light 0630 stopped falling and just sat there in the sky,8/7/2007,41.6619444,-86.1586111,7,2007,2007-07
64990,2007-07-21 08:30:00,cheektowaga,ny,us,light,300,5 minutes,Saw bright star like object during the day directly overhead.,8/7/2007,42.9033333,-78.755,7,2007,2007-07
64991,2007-07-21 10:30:00,mentor,oh,us,unknown,900,15 min.,Red blinking light changed to white light and flared very bright a few times following me home over the hightway in Lake County,8/7/2007,41.6661111,-81.3397222,7,2007,2007-07
64992,2007-07-21 11:00:00,whitby (canada),on,ca,triangle,6,6seconds,july 21/2007&#4411:00pm-whitish&#44triangular image shoots across sky in toronto area....,8/7/2007,43.866667,-78.933333,7,2007,2007-07
64993,2007-07-21 12:30:00,cedar falls,ia,us,light,5400,1.5 hours,Four crafts&#44 flashing red&#44 green and brilliant white lights&#44 hovering overhead&#44 one making zigzag movements.,8/7/2007,42.5277778,-92.4452778,7,2007,2007-07
64994,2007-07-21 14:30:00,sammamish,wa,us,other,360,6 minutes,Crescent shaped object gliding soundlessly overhead through sunny skies,5/12/2009,47.6419444,-122.0791667,7,2007,2007-07
64995,2007-07-21 15:30:00,canton,mi,us,sphere,900,15 minutes,THE OBSERVANT SPHERE,8/7/2007,42.3086111,-83.4822222,7,2007,2007-07
64996,2007-07-21 17:00:00,kenmore,wa,us,light,180,3 minutes,in 2007&#44 I saw a small&#44 white fireball slowly moving across the sky.,6/9/2009,47.7575000,-122.2427778,7,2007,2007-07
64997,2007-07-21 18:30:00,germantown,md,us,circle,600,10 minutes,White Round Objects viewed from Germantown,8/7/2007,39.1730556,-77.2719444,7,2007,2007-07
64998,2007-07-21 19:00:00,slave lake (canada),ab,ca,disk,60,1 min,It was nothing like anything we had ever seen&#44 it was small though&#44 and blackish&#44 shiny&#44 it flew wobbly..,8/7/2007,55.283333,-114.783333,7,2007,2007-07
64999,2007-07-21 20:30:00,melville,ny,us,rectangle,60,half hour,I was in the car with my mother&#44It was about 8:30 pm when i spotted two square objects in the skye. They were bright and stationary. Th,8/7/2007,40.7933333,-73.4155556,7,2007,2007-07
65000,2007-07-21 21:00:00,madison (northwest of),wi,us,disk,20,under 2 seconds,Two separate observations of the same UFO object/behavior with blind verification.  Close proximity.,8/7/2007,43.0730556,-89.4011111,7,2007,2007-07
65001,2007-07-21 21:00:00,panama city,fl,us,sphere,1800,30 minutes,Several round orange-yellow glowing objects over western end of Panama City&#44 FL beach,3/4/2008,30.1586111,-85.6602778,7,2007,2007-07
65002,2007-07-21 21:45:00,chicago,il,us,light,10,10 seconds,Bright Light leaves amber trail,8/7/2007,41.8500000,-87.65,7,2007,2007-07
65003,2007-07-21 22:00:00,buffalo grove,il,us,unknown,300,5 minutes,4 red lights on object in southeast night sky; object descended.,8/7/2007,42.1513889,-87.9597222,7,2007,2007-07
65004,2007-07-21 22:00:00,newington,ct,us,circle,1800,30 minutes,Orange ball after firework show,8/7/2007,41.6977778,-72.7241667,7,2007,2007-07
65005,2007-07-21 22:10:00,middletown,oh,us,light,30,30 sec.,four bright lights northwest of Middletown Ohio.,8/7/2007,39.5150000,-84.3983333,7,2007,2007-07
